
2017-11-27 17:07:24 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Required","currency":"MYR","payment":true,"conviction":true,"fulltime":true,"campus":"UK","type":"UG","firstname":"Annamae","middlename":"Hilll","lastname":"Jacobson","username":"Domenic.Effertz","dob":"1953-06-06T11:55:03.540Z","dobtxt":"06/06/53","dobDDMMYYYY":"06/06/1953","email":"Obie_Crona@yahoo.com","password":"jwHMcxOiKBWi2Wp�","street":"6717 Boyle Tunnel","city":"Royfort","county":"County Down","country":"Moldova","postcode":"OI46 2AD","phone":"02131854514","createdAt":1511802443985,"updatedAt":1511802443985}]}
2017-11-27 17:08:30 INFO  TestBase:176, navigating to :-https://psuata.transform.nottingham.ac.uk/psp/psuata/EMPLOYEE/EMPL/h/?tab=PAPP_GUEST
2017-11-27 17:08:37 INFO  TestBase:176, navigating to :-https://psuatb.transform.nottingham.ac.uk/psp/psuatb/EMPLOYEE/EMPL/h/?tab=PAPP_GUEST
2017-11-27 17:08:39 INFO  TC005_MyNott_UK_AllApplicants:120, =========== Starting Create UK Applicants Test=============
2017-11-27 17:08:40 INFO  TC005_MyNott_UK_AllApplicants:150, one
2017-11-27 17:08:40 INFO  TC005_MyNott_UK_AllApplicants:151, Susana86
2017-11-27 17:08:40 INFO  TC005_MyNott_UK_AllApplicants:152, t39nzBGupxT0mvc##1
2017-11-27 17:08:40 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:08:40 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Not Required","currency":"MYR","payment":true,"conviction":true,"fulltime":false,"campus":"UK","type":"UG","firstname":"Yoshiko","middlename":"Klocko","lastname":"Mitchell","username":"Susana86","dob":"1994-04-27T11:42:02.384Z","dobtxt":"27/04/94","dobDDMMYYYY":"27/04/1994","email":"Elinor_Conroy@gmail.com","password":"t39nzBGupxT0mvc#","street":"4493 Stokes Curve","city":"Beattyport","county":"Dumfries and Galloway","country":"Indonesia","postcode":"WE0 3HD","phone":"01129016715","createdAt":1511802520930,"updatedAt":1511802520930}]}
2017-11-27 17:11:28 INFO  TestBase:176, navigating to :-https://psuata.transform.nottingham.ac.uk/psp/psuata/EMPLOYEE/EMPL/h/?tab=PAPP_GUEST
2017-11-27 17:11:32 INFO  TestBase:176, navigating to :-https://psuatb.transform.nottingham.ac.uk/psp/psuatb/EMPLOYEE/EMPL/h/?tab=PAPP_GUEST
2017-11-27 17:11:34 INFO  TC005_MyNott_UK_AllApplicants:120, =========== Starting Create UK Applicants Test=============
2017-11-27 17:11:35 INFO  TC005_MyNott_UK_AllApplicants:150, one
2017-11-27 17:11:35 INFO  TC005_MyNott_UK_AllApplicants:151, Addie_Ankunding
2017-11-27 17:11:35 INFO  TC005_MyNott_UK_AllApplicants:152, 7oAlTUNGQOOM2bI@#1
2017-11-27 17:11:35 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:11:35 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Not Required","currency":"Other","payment":true,"conviction":false,"fulltime":false,"campus":"UK","type":"UG","firstname":"Lexie","middlename":"Stehr","lastname":"Steuber","username":"Addie_Ankunding","dob":"1978-09-29T21:46:44.953Z","dobtxt":"29/09/78","dobDDMMYYYY":"29/09/1978","email":"Caesar.Armstrong@yahoo.com","password":"7oAlTUNGQOOM2bI@","street":"33861 Moses Mills","city":"New Gunnertown","county":"Grampian","country":"French Polynesia","postcode":"YI47 4JN","phone":"0500083942","createdAt":1511802695468,"updatedAt":1511802695468}]}
2017-11-27 17:12:52 INFO  TC005_MyNott_UK_AllApplicants:150, two
2017-11-27 17:12:52 INFO  TC005_MyNott_UK_AllApplicants:151, Marta95
2017-11-27 17:12:52 INFO  TC005_MyNott_UK_AllApplicants:152, szM2xsaS17_MRJI%#1
2017-11-27 17:12:52 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:12:52 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Female","entry":"Direct","visa":"Required","currency":"Other","payment":false,"conviction":false,"fulltime":false,"campus":"UK","type":"UG","firstname":"Israel","middlename":"Kuphal","lastname":"Greenholt","username":"Marta95","dob":"1968-06-28T20:25:59.376Z","dobtxt":"28/06/68","dobDDMMYYYY":"28/06/1968","email":"Augustus_OKeefe4@gmail.com","password":"szM2xsaS17_MRJI%","street":"448 Carmine Expressway","city":"Port Orvalton","county":"Grampian","country":"Uruguay","postcode":"PL44 4FF","phone":"01827319488","createdAt":1511802772786,"updatedAt":1511802772786}]}
2017-11-27 17:14:05 INFO  TC005_MyNott_UK_AllApplicants:150, three
2017-11-27 17:14:05 INFO  TC005_MyNott_UK_AllApplicants:151, Wilfrid.Dickens
2017-11-27 17:14:05 INFO  TC005_MyNott_UK_AllApplicants:152, 0rnB2F1jS_mMSPv$#1
2017-11-27 17:14:05 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:14:05 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Required","currency":"CNY","payment":false,"conviction":true,"fulltime":false,"campus":"UK","type":"UG","firstname":"Bud","middlename":"Raynor","lastname":"Smitham","username":"Wilfrid.Dickens","dob":"1941-05-30T08:36:24.704Z","dobtxt":"30/05/41","dobDDMMYYYY":"30/05/1941","email":"Clifton16@hotmail.com","password":"0rnB2F1jS_mMSPv$","street":"076 Reinger Trace","city":"South Nadia","county":"Devon","country":"Saint Lucia","postcode":"FZ0 1HB","phone":"05595960925","createdAt":1511802845085,"updatedAt":1511802845085}]}
2017-11-27 17:15:12 INFO  TC005_MyNott_UK_AllApplicants:150, five
2017-11-27 17:15:12 INFO  TC005_MyNott_UK_AllApplicants:151, Destany66
2017-11-27 17:15:12 INFO  TC005_MyNott_UK_AllApplicants:152, 1tqBZMGc4_hdMLO##1
2017-11-27 17:15:12 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:15:12 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Female","entry":"Direct","visa":"Required","currency":"CNY","payment":false,"conviction":false,"fulltime":false,"campus":"UK","type":"UG","firstname":"Osbaldo","middlename":"Bechtelar","lastname":"Witting","username":"Destany66","dob":"1984-10-17T02:33:01.743Z","dobtxt":"17/10/84","dobDDMMYYYY":"17/10/1984","email":"Ozella_Roberts@yahoo.com","password":"1tqBZMGc4_hdMLO#","street":"391 Lebsack Motorway","city":"New Dustin","county":"Fife","country":"Philippines","postcode":"FA40 5YG","phone":"05602074772","createdAt":1511802912557,"updatedAt":1511802912557}]}
2017-11-27 17:16:11 INFO  TC005_MyNott_UK_AllApplicants:150, six
2017-11-27 17:16:11 INFO  TC005_MyNott_UK_AllApplicants:151, Preston_Stoltenberg96
2017-11-27 17:16:11 INFO  TC005_MyNott_UK_AllApplicants:152, PSvfOF4b8SMU9TB�#1
2017-11-27 17:16:11 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:16:11 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Other","entry":"Direct","visa":"Required","currency":"MYR","payment":true,"conviction":true,"fulltime":false,"campus":"UK","type":"UG","firstname":"Ila","middlename":"McClure","lastname":"Heidenreich","username":"Preston_Stoltenberg96","dob":"1963-03-02T13:07:49.225Z","dobtxt":"02/03/63","dobDDMMYYYY":"02/03/1963","email":"Monica.Koepp69@hotmail.com","password":"PSvfOF4b8SMU9TB�","street":"8386 Alexie Center","city":"Farrellland","county":"Suffolk","country":"Saint Vincent and the Grenadines","postcode":"KA7 4VQ","phone":"01113350092","createdAt":1511802971045,"updatedAt":1511802971045}]}
2017-11-27 17:17:15 INFO  TC005_MyNott_UK_AllApplicants:150, seven
2017-11-27 17:17:15 INFO  TC005_MyNott_UK_AllApplicants:151, Justina_Kerluke24
2017-11-27 17:17:15 INFO  TC005_MyNott_UK_AllApplicants:152, b4O8Q0kPZVyV1lZ$#1
2017-11-27 17:17:15 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:17:15 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Female","entry":"Direct","visa":"Not Required","currency":"CNY","payment":false,"conviction":false,"fulltime":false,"campus":"UK","type":"UG","firstname":"Zella","middlename":"Olson","lastname":"Walker","username":"Justina_Kerluke24","dob":"1948-08-30T18:53:56.297Z","dobtxt":"30/08/48","dobDDMMYYYY":"30/08/1948","email":"Llewellyn17@gmail.com","password":"b4O8Q0kPZVyV1lZ$","street":"539 Bridget Union","city":"Finnville","county":"West Sussex","country":"Belize","postcode":"AL6 7WT","phone":"0800146800","createdAt":1511803035162,"updatedAt":1511803035162}]}
2017-11-27 17:18:23 INFO  TC005_MyNott_UK_AllApplicants:150, eight
2017-11-27 17:18:23 INFO  TC005_MyNott_UK_AllApplicants:151, Katlyn16
2017-11-27 17:18:23 INFO  TC005_MyNott_UK_AllApplicants:152, RVFSmAhfBa3oiAe*#1
2017-11-27 17:18:23 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:18:23 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Required","currency":"GBP","payment":false,"conviction":false,"fulltime":true,"campus":"UK","type":"UG","firstname":"Letitia","middlename":"Sawayn","lastname":"Stanton","username":"Katlyn16","dob":"1958-05-12T21:28:53.429Z","dobtxt":"12/05/58","dobDDMMYYYY":"12/05/1958","email":"Francesca_Cormier31@yahoo.com","password":"RVFSmAhfBa3oiAe*","street":"867 Ruecker Vista","city":"East Princebury","county":"Tayside","country":"Bulgaria","postcode":"MW12 5JN","phone":"0169773851","createdAt":1511803103032,"updatedAt":1511803103032}]}
2017-11-27 17:18:25 INFO  TestBase:176, navigating to :-https://psuata.transform.nottingham.ac.uk/psp/psuata/EMPLOYEE/EMPL/h/?tab=PAPP_GUEST
2017-11-27 17:18:28 INFO  TestBase:176, navigating to :-https://psuatb.transform.nottingham.ac.uk/psp/psuatb/EMPLOYEE/EMPL/h/?tab=PAPP_GUEST
2017-11-27 17:18:32 INFO  TC005_MyNott_UK_AllApplicants:120, =========== Starting Create UK Applicants Test=============
2017-11-27 17:18:33 INFO  TC005_MyNott_UK_AllApplicants:150, one
2017-11-27 17:18:33 INFO  TC005_MyNott_UK_AllApplicants:151, Eugene62
2017-11-27 17:18:33 INFO  TC005_MyNott_UK_AllApplicants:152, B9E_WjxQ8JjHa7d�#1
2017-11-27 17:18:33 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:18:33 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Other","entry":"Direct","visa":"Not Required","currency":"MYR","payment":true,"conviction":false,"fulltime":false,"campus":"UK","type":"UG","firstname":"Antonio","middlename":"Volkman","lastname":"Schultz","username":"Eugene62","dob":"1972-10-03T14:50:55.759Z","dobtxt":"03/10/72","dobDDMMYYYY":"03/10/1972","email":"Nicklaus_Weimann63@gmail.com","password":"B9E_WjxQ8JjHa7d�","street":"2990 Eve Mews","city":"Aufderharview","county":"Gloucestershire","country":"Falkland Islands (Malvinas)","postcode":"VQ07 6OI","phone":"01071986527","createdAt":1511803113470,"updatedAt":1511803113470}]}
2017-11-27 17:19:25 INFO  TC005_MyNott_UK_AllApplicants:150, nine
2017-11-27 17:19:25 INFO  TC005_MyNott_UK_AllApplicants:151, Alena_Hahn37
2017-11-27 17:19:25 INFO  TC005_MyNott_UK_AllApplicants:152, gAbhQR10d5H7Lv2*#1
2017-11-27 17:19:25 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:19:25 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Required","currency":"GBP","payment":true,"conviction":false,"fulltime":true,"campus":"UK","type":"UG","firstname":"Maritza","middlename":"O'Kon","lastname":"Koss","username":"Alena_Hahn37","dob":"1956-12-21T10:00:50.777Z","dobtxt":"21/12/56","dobDDMMYYYY":"21/12/1956","email":"Daniela35@yahoo.com","password":"gAbhQR10d5H7Lv2*","street":"92723 Cremin Ridge","city":"Port Rupert","county":"Oxfordshire","country":"Falkland Islands (Malvinas)","postcode":"JF19 1EL","phone":"0800843929","createdAt":1511803165159,"updatedAt":1511803165159}]}
2017-11-27 17:19:45 INFO  TC005_MyNott_UK_AllApplicants:150, two
2017-11-27 17:19:45 INFO  TC005_MyNott_UK_AllApplicants:151, Chester_Waters17
2017-11-27 17:19:45 INFO  TC005_MyNott_UK_AllApplicants:152, ENOcWyKxU6NKq99@#1
2017-11-27 17:19:45 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:19:45 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Female","entry":"Direct","visa":"Required","currency":"Other","payment":false,"conviction":false,"fulltime":false,"campus":"UK","type":"UG","firstname":"Alaina","middlename":"Swift","lastname":"Kovacek","username":"Chester_Waters17","dob":"1972-12-26T19:59:53.062Z","dobtxt":"26/12/72","dobDDMMYYYY":"26/12/1972","email":"Skyla7@yahoo.com","password":"ENOcWyKxU6NKq99@","street":"523 Phyllis Meadows","city":"Martineville","county":"Gwent","country":"Bahrain","postcode":"YK1 9VE","phone":"03448800226","createdAt":1511803185130,"updatedAt":1511803185130}]}
2017-11-27 17:20:35 INFO  TC005_MyNott_UK_AllApplicants:150, ten
2017-11-27 17:20:35 INFO  TC005_MyNott_UK_AllApplicants:151, Rodrigo40
2017-11-27 17:20:35 INFO  TC005_MyNott_UK_AllApplicants:152, iCPB33LLeto8UsX##1
2017-11-27 17:20:35 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:20:35 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Required","currency":"Other","payment":true,"conviction":true,"fulltime":false,"campus":"UK","type":"UG","firstname":"Zoey","middlename":"Sipes","lastname":"Hudson","username":"Rodrigo40","dob":"1979-10-08T12:22:07.354Z","dobtxt":"08/10/79","dobDDMMYYYY":"08/10/1979","email":"Nelda.Schamberger@hotmail.com","password":"iCPB33LLeto8UsX#","street":"5165 Delfina Divide","city":"Lehnermouth","county":"Hertfordshire","country":"Nicaragua","postcode":"EK55 5ZX","phone":"08005648102","createdAt":1511803235645,"updatedAt":1511803235645}]}
2017-11-27 17:20:52 INFO  TC005_MyNott_UK_AllApplicants:150, three
2017-11-27 17:20:52 INFO  TC005_MyNott_UK_AllApplicants:151, Ryan_Rutherford13
2017-11-27 17:20:52 INFO  TC005_MyNott_UK_AllApplicants:152, jXpGOEOnHxzzYY6$#1
2017-11-27 17:20:52 INFO  TC005_MyNott_UK_AllApplicants:153, LLL
2017-11-27 17:20:52 INFO  TC005_MyNott_UK_AllApplicants:154, {"message":[{"id":0,"sex":"Male","entry":"Direct","visa":"Required","currency":"CNY","payment":true,"conviction":true,"fulltime":false,"campus":"UK","type":"UG","firstname":"Jonathon","middlename":"Fay","lastname":"Cummings","username":"Ryan_Rutherford13","dob":"1976-12-24T12:40:17.620Z","dobtxt":"24/12/76","dobDDMMYYYY":"24/12/1976","email":"Shayne.Becker18@yahoo.com","password":"jXpGOEOnHxzzYY6$","street":"0669 Raul Mountain","city":"Port Rebecca","county":"Lothian","country":"Uganda","postcode":"JD8 4WZ","phone":"0169779303","createdAt":1511803252425,"updatedAt":1511803252425}]}
